ypred_proba_test,ypred_bin_test
0.5601396487402588,1
0.5656298709523677,1
0.5056355223873332,1
0.45056675810416386,0
0.527227551396316,1
0.5662660046552265,1
0.36067914703971676,0
0.4406097185823969,0
0.48170824403423324,0
0.3098328215611991,0
0.5803673835880554,1
0.3869841821439251,0
0.45140173633942127,0
0.5844696357283222,1
0.380747433621842,0
0.5321935000177024,1
0.5365209203359707,1
0.5419281851164583,1
0.4099230738746443,0
0.5380939635607062,1
0.29889765154920916,0
0.4305785654788849,0
0.49027035221830123,0
0.3861641842595747,0
0.4922080928383144,0
0.5339139851499448,1
0.37462702110565704,0
0.421108933195977,0
0.40245052363559913,0
0.4193870097176884,0
0.5067589565307103,1
0.45193264627604335,0
0.48191918092989305,0
0.4361375319766443,0
0.43670539918909296,0
0.5211393867061681,1
0.4608198203514647,0
0.46540342139046714,0
0.3926211174676027,0
0.5437025207402104,1
0.5646785085565837,1
0.45638116698385534,0
0.45107183640779014,0
0.5395019993550484,1
0.44715131690732723,0
0.4932922354667399,0
0.40719661997992795,0
0.43745934185756774,0
0.5149305401115322,1
0.5787086259724731,1
0.38025375341940326,0
0.4763186215422978,0
0.31604138739157434,0
0.47752324539146357,0
0.45086667620925597,0
0.5509677644554541,1
0.6382142269296278,1
0.4332548357897831,0
0.5507532419127067,1
0.31619946573903,0
0.21242732545667864,0
0.5190341647587585,1
0.5209180884157136,1
0.5413279771808234,1
0.5059120344555551,1
0.5409703987209571,1
0.3769912192762072,0
0.4792116520660623,0
0.48564438991155073,0
0.298009917648757,0
0.42230509414930617,0
0.5092470988387643,1
0.3762304032535576,0
0.4437336563365463,0
0.5253892790330619,1
0.5781750032899062,1
0.45057551523712064,0
0.495835229498301,0
0.33160730764647933,0
0.33812531645838817,0
0.5631060480362092,1
0.5434851481350309,1
0.51923028482902,1
0.4995589605092726,0
0.5066135196685043,1
0.4675939959626427,0
0.5330580536062878,1
0.5924148657283389,1
0.5163813419011931,1
0.3594841460655761,0
0.37511190778303527,0
0.4553048801784264,0
0.4890658708069463,0
0.36307974036125606,0
0.23700719316303331,0
0.45598146054042865,0
0.545020520272948,1
0.5417009116151552,1
0.5142739548477523,1
0.3423694221741915,0
0.5154577168301006,1
0.5654709407648603,1
0.5372698223822974,1
0.521949828331467,1
0.5577834046818424,1
0.4360225946186485,0
0.42238526228246337,0
0.45832830343240366,0
0.3151886766810264,0
0.4716303001187703,0
0.4139681071583444,0
0.4762086289551924,0
0.5538198893330404,1
0.45606844434715693,0
0.6466520107117791,1
0.5263382131501092,1
0.5098200110397273,1
0.5497365231261351,1
0.44439183012578415,0
0.49681019629398193,0
0.6202353252132502,1
0.38342035732953894,0
0.3536658791042935,0
0.4357279858440548,0
0.5288713438709921,1
0.518248490398734,1
0.508688841067065,1
0.4107569229595598,0
0.3631154885255056,0
0.3873064619634856,0
0.44173373105927666,0
0.42184463212748047,0
0.45883928290524206,0
0.28468514677048323,0
0.18241330705210237,0
0.4883874306565561,0
0.43422608113447236,0
0.4623540047159663,0
0.4814294435002658,0
0.46196061842605873,0
0.3739307556702542,0
0.4517056568235943,0
0.41015572999212796,0
0.45881214935297804,0
0.45870648493449695,0
0.4948613444118804,0
0.515382899177227,1
0.5832633357636177,1
0.4082540592648095,0
0.4325904942620366,0
0.5547366017108355,1
0.5189933057424821,1
0.4562367215068849,0
0.37858195448792725,0
0.5021310482905846,1
0.49861408698763715,0
0.3181420544259011,0
0.5420563169579171,1
0.35544331706216276,0
0.33493229787401396,0
0.49210924406640677,0
0.5488103281082785,1
0.48662011385992204,0
0.36827275442546525,0
0.5459124355200632,1
0.5039129596444688,1
0.2975135314608037,0
0.7083686773933879,1
0.5541052532106258,1
0.5654500093640222,1
0.45024968971848106,0
0.47461538719544666,0
0.43957522781673325,0
0.46326101713991263,0
0.5467101248185768,1
0.40503153207830395,0
0.4956051969276467,0
0.5805566088159168,1
0.44910486580062237,0
0.41210684129341213,0
0.5369503348885143,1
0.46668182138791037,0
0.39433109393701293,0
0.3646718296462819,0
0.4577305392130832,0
0.5374471694114454,1
0.436512273570652,0
0.5369334666495298,1
0.6654947163623199,1
0.4580848610055359,0
0.5027302712331243,1
0.5113985552056057,1
0.616862586224071,1
0.5390948173138667,1
0.5256445775141696,1
0.2345497342855936,0
0.5415956318143637,1
0.4449851046532452,0
0.4950870701727025,0
0.476102828761226,0
0.3902737530519951,0
0.5076038380815681,1
0.41967485619197703,0
0.3991215170379548,0
0.4430312003584035,0
0.4997296996664496,0
0.4958268488645632,0
0.4834737967812678,0
0.5594978365930042,1
0.5329697733191574,1
0.480942590847608,0
0.49281174207829387,0
0.4654811256734705,0
0.40452969142926826,0
0.3253611272386929,0
0.443154326213026,0
0.4573424690851785,0
0.5865226211200387,1
0.46792820627576154,0
0.49146331110063823,0
0.5454657518764207,1
0.5779579501775248,1
0.39659645411291095,0
0.5108404439084742,1
0.4672446053942702,0
0.5352537958269098,1
0.542009549395399,1
0.2813764953486091,0
0.5338360101918822,1
0.4434302200538242,0
0.4454048824029729,0
0.3322530159481907,0
0.3660587483749389,0
0.407828644689119,0
0.4780468572809217,0
0.512304562732686,1
0.5772692928290055,1
0.6541513630332016,1
0.4821538399007397,0
0.5551190432678228,1
0.4893668800234877,0
0.446153249914528,0
0.41459395731972526,0
0.4302322327035837,0
0.518446621816949,1
0.41515803457751155,0
0.4252868547466936,0
0.32791351756619014,0
0.5112603424533335,1
0.534182021577575,1
0.4063274726648192,0
0.5597223000765006,1
0.46240462067423815,0
0.6031128473632231,1
0.43747946083648337,0
0.4776573884515981,0
0.5739787412686724,1
0.5087725069522716,1
0.42004630013615324,0
0.5531377146492253,1
0.4634085354110318,0
0.5216386315247802,1
0.5671783335373355,1
0.4741431925480949,0
0.4770751266769276,0
0.4863570881178092,0
0.43939530376891156,0
0.6000097831493975,1
0.47057144597987627,0
0.48167396638446214,0
0.5394873305979213,1
0.5000243291557919,1
0.4069519326471233,0
0.5413039202923414,1
0.42188377933731946,0
0.25363429081025296,0
0.5252107033290186,1
0.49282591160934813,0
0.47849086040764544,0
0.3797143659299214,0
0.5009064763952286,1
0.4536225384401651,0
0.4509786109078698,0
0.523497234266725,1
0.4422181065899908,0
0.6446371731719044,1
0.4406989697162738,0
0.4554326133290573,0
0.43911574329682035,0
0.39832571519301324,0
0.5114320096893883,1
0.510021183114052,1
0.5390781020236207,1
0.5930276276083586,1
0.4017610634247009,0
0.44730241187336184,0
0.4646046634488334,0
0.46895121741219054,0
0.32814685500623086,0
0.49844058472354613,0
0.5377828103607931,1
0.5149464734008417,1
0.41839410425544526,0
0.6012179992844403,1
0.510381161792176,1
0.5221882630537547,1
0.36301526667566203,0
0.5219895974616082,1
0.5091089034586188,1
0.3813481434365478,0
0.3487894030040781,0
0.44010107981749474,0
0.323944316878589,0
0.47015468636269164,0
0.4308671788419427,0
0.5103068011246861,1
0.41784919655191,0
0.5315373049023068,1
0.46307000496861667,0
0.5791248352475706,1
0.26471460420360465,0
0.428651186991091,0
0.50502862845418,1
0.4675572942911085,0
0.5209853625894152,1
0.553530434840893,1
0.49284790051905425,0
0.36136879164138863,0
0.43281648558787716,0
0.5113914222425112,1
0.4951101638738168,0
0.5440613628851473,1
0.5481305312060731,1
0.5572098995709673,1
0.5002753318173075,1
0.43537727135958304,0
0.4458047858655206,0
0.5328075151399436,1
0.5164962934907347,1
0.43633307902442425,0
0.4001844277541336,0
0.390675894495353,0
0.49377651683080037,0
0.5128542393610962,1
0.4747363977070628,0
0.43591673081323873,0
0.4111112947285851,0
0.5524003384511601,1
0.5143798248687176,1
0.5382904079321866,1
0.39447504789109006,0
0.40340222856532226,0
0.4425962588733028,0
0.6203214188900426,1
0.39582911710852725,0
0.5096485096365033,1
0.4665801421989673,0
0.5212960532734415,1
0.5263672722562862,1
0.41129804567566214,0
0.5230747153417958,1
0.5017232894132909,1
0.5221096133236203,1
0.4109360921672014,0
0.5447244352232773,1
0.48487436614447005,0
0.49154532658788486,0
0.5327400588133981,1
0.47847538032677966,0
0.568372486275718,1
0.3968632894090135,0
0.5164020088210614,1
0.4224546093501167,0
0.6147738698870329,1
0.4659882485788309,0
0.4172982705087089,0
0.5082740014010544,1
0.4375275596656159,0
0.35274652292833536,0
0.3532830731452265,0
0.39263547958527273,0
0.4728319803269065,0
0.4534957985896283,0
0.5904781914531668,1
0.614413274569618,1
0.5689743711143547,1
0.4627470614958627,0
0.3958053136277176,0
0.43154285959828814,0
0.4573229398561784,0
0.5000075392118373,1
0.4132236856839055,0
0.4918836049824942,0
0.4503916271665423,0
0.4208979316433915,0
0.37973119627100144,0
0.5001761974801768,1
0.5015449192979324,1
0.49662056089858175,0
0.32921300399613473,0
0.35398059054553827,0
0.5548075950997511,1
0.5209385142184414,1
0.39545107843369254,0
0.41848214315063315,0
0.3507119760465533,0
0.5418272335008733,1
0.5226541798488845,1
0.4095076632264612,0
0.500249332140113,1
0.3668110237883581,0
0.5691308581601218,1
0.5128990771372995,1
0.49823210310545013,0
0.3799376926809077,0
0.4987475876864088,0
0.557685147857443,1
0.6209410207987968,1
0.5061970953332628,1
0.4678259895704913,0
0.5219757826643803,1
0.5012244707661143,1
0.5281447407611864,1
0.3920505436118261,0
0.5100179521016581,1
0.4891826050100587,0
0.6142901422115077,1
0.505634277313642,1
0.48127773149959235,0
0.47206739263755265,0
0.544782023876248,1
0.47274686542543304,0
0.4540624105472221,0
0.460484373522388,0
0.46580652073042433,0
0.5489152219111445,1
0.520623532819268,1
0.3937301789828189,0
0.4886379594917964,0
0.5670215765552811,1
0.4090387738231825,0
0.4976631704583233,0
0.4524189165620851,0
0.49105638583782046,0
0.528846937416997,1
0.3915808313297317,0
0.5631236754295493,1
0.49264612735927016,0
0.4967524302628731,0
0.4302737978670426,0
0.48069489661970183,0
0.5275854004166873,1
0.5135350596194965,1
0.4245029067840122,0
0.46543925038905526,0
0.4930834416823449,0
0.46248933492009336,0
0.5284550660548085,1
0.3997181538415517,0
0.3993130089692392,0
0.3671749443332909,0
0.4658328735603068,0
0.5534246084844547,1
0.37962320506424857,0
0.4986155188377942,0
0.3674383243295947,0
0.5609489322145647,1
0.4096906566664552,0
0.45756121035617725,0
0.4682415463929637,0
0.6045640671617821,1
0.5180713306356979,1
0.5710664520034249,1
0.465019800899893,0
0.3291573033851955,0
0.4936311241761231,0
0.3370430596194571,0
0.4914502886812717,0
0.5920399742859835,1
0.36277069712169463,0
0.4992394291497264,0
0.43508832392987634,0
0.5528181410211234,1
0.5512523326091251,1
0.39735294543901956,0
0.5183826834506671,1
0.3306420511657558,0
0.46572806197916333,0
0.47461702893590535,0
0.47255559746035086,0
0.48983160340388954,0
0.5969604031383957,1
0.5057002521027887,1
0.44535428034228636,0
0.4649942756780017,0
0.4908561920621439,0
0.42474570391722577,0
0.4328063300522511,0
0.4614436616146085,0
0.48612151010332993,0
0.5027265162380352,1
0.551792271698,1
0.40495840421522294,0
0.48048664357837023,0
0.4127654751059329,0
0.491679852136829,0
0.5344269956228067,1
0.45570550037288843,0
0.4090451416859276,0
0.5515119612287772,1
0.5340844061723651,1
0.5686727611560018,1
0.4781189742628753,0
0.5009603498647248,1
0.47498718262088474,0
0.48254151757982816,0
0.5313452240242382,1
0.5618315604090353,1
0.5245379119191482,1
0.36000525743140116,0
0.3316280931071548,0
0.5624349436892756,1
0.5865612503035017,1
0.5392342763415425,1
0.5192140846231396,1
0.4315444118169751,0
0.6032046465120192,1
0.6061975359244001,1
0.4848343695760857,0
0.48057492216150166,0
0.5557408081436275,1
0.3511324534475034,0
0.45933444006426954,0
0.34747508073972766,0
0.34619690725307223,0
0.7028004369893663,1
0.33648804803936344,0
0.5204175648793277,1
0.5510052625352083,1
0.5743283974222329,1
0.4793456891382102,0
0.5692581784631953,1
0.4212382621556117,0
0.5444322038961327,1
0.5208895813073506,1
0.5147039188084346,1
0.5409503820182955,1
0.39018263674022613,0
0.4576479431616179,0
0.3762796693217096,0
0.5060371380726391,1
0.36431124961232286,0
0.4909104025796119,0
0.4718532190386614,0
0.5985427444537668,1
0.47830320269383964,0
0.5452647186119268,1
0.292267835007019,0
0.5397163832639327,1
0.3918642095228154,0
0.505461262303659,1
0.43223156319928,0
0.46280851279791213,0
0.45386681203951246,0
0.44237152748610953,0
0.5747138241140224,1
0.4905824596609345,0
0.61206292989743,1
0.4710828284633528,0
0.5356862719522923,1
0.4957691460726779,0
0.5570795986545524,1
0.40419620047942156,0
0.5639908076182267,1
0.49152505048731504,0
0.5061156605077598,1
0.4981428567185697,0
0.4768281832205756,0
0.42859153693736796,0
0.43874287907008985,0
0.46252231647103176,0
0.4848682981817359,0
0.5343163924490819,1
0.46089959889205495,0
0.4678282775587769,0
0.44746941025270764,0
0.5202176448241872,1
0.5030792876875243,1
0.4534469970549902,0
0.4665436529483551,0
0.46618845946577686,0
0.39114156035202857,0
0.4754482841249813,0
0.47185803357734923,0
0.47280411653671717,0
0.5050714596442815,1
0.4812161798142135,0
0.46097057694356136,0
0.6002590878667436,1
0.5394308429559069,1
0.5283086849421703,1
0.5314797661642666,1
0.5193324942289218,1
0.39434414242566723,0
0.4107362986228592,0
0.5100757840991824,1
0.46058036917577355,0
0.5344011473008836,1
0.459864038365694,0
0.576273214804367,1
0.4788482128844561,0
0.48751939603292976,0
0.5079792256043937,1
0.5033320318774372,1
0.5104356999209114,1
0.5308365776500629,1
0.4998243599401523,0
0.5816587455166523,1
0.45304092427708853,0
0.4599822452902598,0
0.4156971210803777,0
0.42297391514792465,0
0.5635602350655244,1
0.5260049184073551,1
0.548458633007944,1
0.4581741725826258,0
0.23943939156466623,0
0.49403703425645057,0
0.5717133562371631,1
0.33656025056897465,0
0.37570265589503404,0
0.5130126864360807,1
0.5354588288413871,1
0.5182901414352046,1
0.5148112052952503,1
0.4023525420242532,0
0.4800247115364831,0
0.5269024434135365,1
0.39988683983618467,0
0.5330544011071084,1
0.5293823139978485,1
0.44781011233866075,0
0.5194110515828183,1
0.4401933864989147,0
0.4255767403464413,0
0.5792850929062654,1
0.5082489970075851,1
0.42462864793374594,0
0.42470716258147,0
0.535804143525258,1
0.5363402413242311,1
0.43390894753380543,0
0.33592397371172833,0
0.3754250707359709,0
0.385889847557724,0
0.518232360655125,1
0.41408237473634285,0
0.48674585810834475,0
0.40860102009278126,0
0.5328292912447186,1
0.4865464671700229,0
0.549950808314689,1
0.5874719074375696,1
0.46247465055398485,0
0.5414663504911666,1
0.5040598242493206,1
0.4903936348633067,0
0.561131349112951,1
0.14243250764633247,0
0.593314075661364,1
0.5961838544320456,1
0.6569712615640516,1
0.5091025380652368,1
0.5669287400207136,1
0.4252248415328702,0
0.5136061424806436,1
0.388366446416077,0
0.5170336488414852,1
0.4243071739908951,0
0.3411866890285555,0
0.5289340965396863,1
0.44834504672694964,0
0.351612089224228,0
0.5037530058911853,1
0.5687241597932519,1
0.3969468557498352,0
0.3424592991717598,0
0.3732946072978998,0
0.5254240066999718,1
0.5465892247577887,1
0.40350837544101037,0
0.5205419665939968,1
0.42857238300938144,0
0.4016015969759578,0
0.5162571252412446,1
0.6484235659057477,1
0.5289598559155887,1
0.5339526541548341,1
0.5277636007368366,1
0.5834468538060282,1
0.5238112714878697,1
0.3371745798686619,0
0.41826272003940096,0
0.5617202482247196,1
0.5255967395009968,1
0.47487922397122334,0
0.5246738317768791,1
0.6394484915316083,1
0.49967497519068005,0
0.2970267087747098,0
0.45370350749581473,0
0.35489985310367084,0
0.5226139417318493,1
0.4479508084531975,0
0.48745772228865736,0
0.3710587081618092,0
0.5943440564778686,1
0.5005305091101594,1
0.38393077200941783,0
0.5864653802406687,1
0.48971010449282865,0
0.5509992794863362,1
0.4704209713450854,0
0.467157052261982,0
0.5574746672285661,1
0.3487924760919715,0
0.38904258845732476,0
0.4948411451454469,0
0.26264772770623557,0
0.30275844210969793,0
0.5257930695701203,1
0.49854369726972697,0
0.5262117363827705,1
0.5280922390490708,1
0.20640924198142907,0
0.4056518321916948,0
0.5402859411828772,1
0.47722523989563054,0
0.48527863187777537,0
0.457759637738268,0
0.4797754239111249,0
0.50838201731763,1
0.5050170024370993,1
0.5413899785778833,1
0.39369277372138645,0
0.43438230216735707,0
0.6053441339826788,1
0.5372980898713137,1
0.4294600601963854,0
0.45818449507156117,0
0.5244948155565975,1
0.49509767391907383,0
0.4881910541556126,0
0.5382595330011037,1
0.5036943669463044,1
0.471067538157442,0
0.4714268146635386,0
0.44245365103569023,0
0.4407376928035575,0
0.423538843429643,0
0.5036114839391306,1
0.543887613330158,1
0.5279741309707399,1
0.5178381586887245,1
0.6593842014773824,1
0.5264349316467473,1
0.4591230208819258,0
0.40773100393543893,0
0.5008244713531403,1
0.5025603013542667,1
0.4981544122561972,0
0.40402676884562333,0
0.5156214423705302,1
0.520975040378,1
0.513605663865696,1
0.5095500591046588,1
0.3475792294681431,0
0.48471153570538994,0
0.40802540812488913,0
0.4853306321480991,0
0.5137239056936642,1
0.5672561425444064,1
0.46210296827899117,0
0.495098441169332,0
0.27162933169285375,0
0.3956390629438981,0
0.41848393651899274,0
0.5755982585216494,1
0.4808024172472051,0
0.42007003890658007,0
0.5411134558793979,1
0.3827380153170674,0
0.5047429340517637,1
0.5504142137795951,1
0.5034345628987839,1
0.48026616174055736,0
0.3729581473555626,0
0.5046653201716752,1
0.45937604028358403,0
0.5271345941425543,1
0.5515531256515431,1
0.3602810507827949,0
0.5989628775107083,1
0.47595110870803137,0
0.49246268643839575,0
0.5477019411960129,1
0.49194457169905376,0
0.4808669672875727,0
0.4384337394770516,0
0.3746037155435562,0
0.46090725561599993,0
0.5289272479263829,1
0.38384208768140127,0
0.26056346668448466,0
0.46198115065341566,0
0.517357911805287,1
0.49901932703073415,0
0.5596429184522177,1
0.5556547015647664,1
0.5646493312662134,1
0.5753647423978273,1
0.5032307693647272,1
0.4911560310415356,0
0.44966944951672433,0
0.5034037536317914,1
0.5507866882501954,1
0.5815432938240631,1
0.4039775071026098,0
0.5313716352342795,1
0.4652444332630976,0
0.5436149967913417,1
0.6401267383843366,1
0.5338519189174161,1
0.3906985404434456,0
0.5701398639747173,1
0.4066743755715022,0
0.48912942429641393,0
0.41787617508417846,0
0.43875093870827003,0
0.5706036417877257,1
0.5494083071544315,1
0.5662263891561674,1
0.5635172294628198,1
0.5933192917305241,1
0.3454773378368554,0
0.5610358031260673,1
0.5099013880483282,1
0.4731675237350949,0
0.39493284384424515,0
0.5099459004252205,1
0.42046190684103446,0
0.43682704529101185,0
0.28569570924556703,0
0.47210422114604217,0
0.4511610912980024,0
0.5165433944134604,1
0.5193923423783908,1
0.5320869686191793,1
0.5517401528590168,1
0.4505344984780426,0
0.5142043507371171,1
0.6429194602002828,1
0.5352997424969252,1
0.5289624207238672,1
0.38123491428526235,0
0.45230292334735483,0
0.5051374110300721,1
0.29980738276011043,0
0.5141326262304772,1
0.45070961969921514,0
0.4850596581942188,0
0.5163205026168677,1
0.4129137490762097,0
0.5010616677616624,1
0.5342481244926737,1
0.35158917332487716,0
0.38618745617800626,0
0.4152744717550193,0
0.49484569315486393,0
0.3931066485017663,0
0.4314492844221962,0
0.36889240160801984,0
0.3537972872359765,0
0.5177606597414457,1
0.4736925226809137,0
0.4763600907092166,0
0.40835131820043924,0
0.37752126959381327,0
0.4500979774099551,0
0.5135583695602357,1
0.4377208011993603,0
0.5008876414105107,1
0.4951271818798936,0
0.451286561714848,0
0.46585618451471333,0
0.31063321929101045,0
0.514073303740503,1
0.4978005718621248,0
0.32798762466400766,0
0.34832629045311814,0
0.5912849845076132,1
0.44177010358218277,0
0.4038885981581656,0
0.5815546256433757,1
0.47210584986693743,0
0.5126192165054141,1
0.42683439029084114,0
0.5050188744046892,1
0.35950060751451646,0
0.40489468497207576,0
0.6286846238283242,1
0.5110597815010872,1
0.5433201946811014,1
0.38982669355605776,0
0.3156036671105047,0
0.5529704093701112,1
0.4127460494218623,0
0.48929635679478084,0
0.555085381325908,1
0.5384828931699532,1
0.4541519882827843,0
0.6035607808705468,1
0.5015048262630118,1
0.35029062025739827,0
0.5569317298535327,1
0.5338818839757714,1
0.43431406995804717,0
0.43253615388025984,0
0.5919861268569429,1
0.472692625993102,0
0.44075399757390327,0
0.6026637689079507,1
0.4342101366707399,0
0.47089967615186396,0
0.5357603181218027,1
0.4969960161675546,0
0.5739704898533172,1
0.5244143284223176,1
0.42327155029721814,0
0.5026603724895936,1
0.4184627277546397,0
0.3633277511053591,0
0.5232810954083017,1
0.3350449445675072,0
0.4372058658308036,0
0.5294743544748688,1
0.4306466629689806,0
0.5196551754593852,1
0.455526014817263,0
0.44499912441010064,0
0.5195365088235531,1
0.5248640493169584,1
0.719242049999388,1
0.4151334720166855,0
0.39754754468369047,0
0.4563359009934238,0
0.4362380690768988,0
0.44054535190683397,0
0.3694848943807995,0
0.3194892470724498,0
0.5010767642455706,1
0.5116644884035579,1
0.3900770460121801,0
0.4513702556530277,0
0.5030657631417826,1
0.42351602503787417,0
0.5209669411089568,1
0.5186276597425894,1
0.4201943413670912,0
0.35861682768190084,0
0.4624505157547883,0
0.5424426810150575,1
0.5436986025282742,1
0.5188483237088154,1
0.6936035644632479,1
0.4090285346748385,0
0.5133056686881357,1
0.40201882382580495,0
0.37705098640169793,0
0.5876516317495725,1
0.4059027563504218,0
0.5601054219485683,1
0.5037123939306619,1
0.5142767119595483,1
0.32076370771466056,0
0.5722913939577329,1
0.5213634748395289,1
0.5144501394501341,1
0.4918330896841943,0
0.5084133509147073,1
0.44393469759994175,0
0.45991188945164085,0
0.4867451767788647,0
0.4195052250912571,0
0.4708066843065951,0
0.49729282852415446,0
0.3505267879354601,0
0.46925333632595284,0
0.5648500284031639,1
0.49705029638851556,0
0.3831951363008135,0
0.3820177895678006,0
0.4751674367245887,0
0.4884674318901668,0
0.4269943676073142,0
0.47448834031075277,0
0.5450453445231598,1
0.40318975544321095,0
0.5937753684690588,1
0.4072431153602804,0
0.47169732489710325,0
0.3027996384676752,0
0.4154830580864483,0
0.39027977972571054,0
0.30395922726272057,0
0.6435640095315015,1
0.4314780683735242,0
0.566702657800646,1
0.5197567566510096,1
0.5829162666782721,1
0.38929212494587684,0
0.43074290719722697,0
0.39093412774861663,0
0.3971906289228979,0
0.43776124270705585,0
0.4363138046183553,0
0.4147123060130108,0
0.4829916713246497,0
0.416791741276411,0
0.5163492107972347,1
0.37077302913503757,0
0.41309366012601506,0
0.46455403329470824,0
0.38282985935629127,0
0.5352937661690638,1
0.48987282149619066,0
0.6103547936384431,1
0.5299150609421441,1
0.5643348508506397,1
0.4755351705350122,0
0.5115776102761235,1
0.5257791391340075,1
0.47980676497732494,0
0.53704049049512,1
0.5415211363990325,1
0.4536969209527029,0
0.567909078169671,1
0.5296724679423892,1
0.3777208505836525,0
0.34844153592960475,0
0.40642559808328377,0
0.3661100755727564,0
0.5444727096088203,1
0.3580975426529316,0
0.4964518374392507,0
0.47934952929463,0
0.4699146982438595,0
0.4572113482714839,0
0.2868065057451001,0
0.5029616404197269,1
0.42517943379064876,0
0.45886068630657006,0
0.5791695185245405,1
0.43982896882653777,0
0.41172511419689173,0
0.5005896139345076,1
0.5888843469489721,1
0.40632762822404517,0
0.4626696206061194,0
0.355990416238561,0
0.5154833071017197,1
0.5153103425771971,1
0.5284409808167597,1
0.4367541020055327,0
0.4001328160319518,0
0.13379414200911136,0
0.5679267223544965,1
0.5342920273627855,1
0.37387795382325323,0
0.38051723234615925,0
0.566792852789371,1
0.45434005302073915,0
0.4711228986464851,0
0.4994695760944638,0
0.5068840646249821,1
0.5151979102836134,1
0.45466457848518904,0
0.5768233410146166,1
0.42366219322616083,0
0.43654780324261744,0
0.3880789629559192,0
0.48874187554825105,0
0.4853842260864609,0
0.627852498646516,1
0.5059809873377062,1
0.44477183440158075,0
0.501761958611002,1
0.3708596672397282,0
0.5239508984257458,1
0.45128197437964235,0
0.40187206649188106,0
0.48677670581649185,0
0.4077617355518063,0
0.4923172190200971,0
0.41540558429720664,0
0.3958641601386621,0
0.3852601292807662,0
0.45463352386033923,0
0.6257783706120665,1
0.5106503280281565,1
0.32187195060064405,0
0.47584893298378866,0
0.4230867033774162,0
0.4623534215099631,0
0.4023426998834645,0
0.5639187801979304,1
0.48081728577051874,0
0.5109710919496623,1
0.4692229756625624,0
0.4541702998386513,0
0.46567975101194464,0
0.5011012849400863,1
0.37676580501196555,0
0.4654429922896748,0
0.510844226764689,1
0.4723731155768612,0
0.46258724208621255,0
0.5135668626757537,1
0.5055600988791261,1
0.4790552300432696,0
0.476851448619206,0
0.48593870095579955,0
0.5352795762093018,1
0.49541714596553793,0
0.47787954506952074,0
0.5559186544113349,1
0.545838941666139,1
0.3313283106747328,0
0.3049121512779707,0
0.6009798661791933,1
0.5965169526798432,1
0.4721022794863792,0
0.4966215357909241,0
0.49277290405035534,0
0.5432233875269756,1
0.546091067132775,1
0.5316804344274545,1
